Gene_id	median_trna_lenght
ENSG00000230231	764.0
ENSG00000234142	698.0
ENSG00000238087	1592.0
ENSG00000215834	1357.0
ENSG00000234984	1485.0
ENSG00000232341	1281.0
ENSG00000232148	1360.0
ENSG00000232223	917.0
ENSG00000143157	5748.0
ENSG00000152382	2343.0
ENSG00000225171	461.0
ENSG00000143195	2235.0
ENSG00000143194	1753.5
ENSG00000200036	118.0
ENSG00000227907	450.0
ENSG00000143167	1607.5
ENSG00000198842	3810.0
ENSG00000213068	414.0
ENSG00000231605	914.5
ENSG00000272205	681.0
ENSG00000143190	1532.5
ENSG00000272033	1892.0
ENSG00000198821	1096.0
ENSG00000233411	301.0
ENSG00000273160	301.0
ENSG00000227776	934.0
ENSG00000143162	1380.5
ENSG00000231029	454.0
ENSG00000241666	2521.0
ENSG00000198771	1326.5
ENSG00000197965	958.0
ENSG00000143199	4936.0
ENSG00000250762	264.0
ENSG00000232194	716.0
ENSG00000143158	792.0
ENSG00000143164	1270.0
ENSG00000221545	66.0
ENSG00000224837	521.0
ENSG00000143147	2589.0
ENSG00000143155	1873.5
ENSG00000237049	353.0
ENSG00000237131	247.0
ENSG00000213064	862.5
ENSG00000214262	1597.0
ENSG00000206880	106.0
ENSG00000143178	2473.5
ENSG00000227722	1110.5
ENSG00000207974	97.0
ENSG00000228697	1656.0
ENSG00000283255	386.0
ENSG00000215833	1539.0
ENSG00000143185	562.0
ENSG00000227777	617.0
ENSG00000143184	1364.0
ENSG00000229757	786.0
ENSG00000143196	1782.0
ENSG00000235736	416.0
ENSG00000225826	952.0
ENSG00000229612	303.0
ENSG00000203601	1124.0
ENSG00000213063	456.0
ENSG00000252987	100.0
ENSG00000237707	566.0
ENSG00000143153	1877.0
ENSG00000143156	761.5
ENSG00000235575	366.0
ENSG00000117475	1292.0
ENSG00000117477	1648.0
ENSG00000117479	3318.0
ENSG00000234604	99.0
ENSG00000213062	910.0
ENSG00000198734	6999.0
ENSG00000174175	2386.0
ENSG00000000460	2638.0
ENSG00000188404	655.5
ENSG00000007908	3378.0
ENSG00000230704	675.0
ENSG00000171806	1424.0
ENSG00000000457	2903.0
ENSG00000239494	296.0
ENSG00000075945	2818.0
ENSG00000243051	304.0
ENSG00000235378	129.0
ENSG00000232959	339.0
ENSG00000224896	940.0
ENSG00000203740	849.5
ENSG00000263390	84.0
ENSG00000283340	84.0
ENSG00000233985	756.0
ENSG00000238051	447.0
ENSG00000224286	919.5
ENSG00000226967	1144.0
ENSG00000231407	1056.0
ENSG00000120370	1938.0
ENSG00000225545	128.0
ENSG00000235303	1920.0
ENSG00000116132	554.5
ENSG00000271811	2044.0
ENSG00000117501	2212.0
ENSG00000226552	1640.0
ENSG00000007933	771.0
ENSG00000221390	78.0
ENSG00000283598	59.0
ENSG00000117507	1591.0
ENSG00000094963	660.0
ENSG00000225243	439.0
ENSG00000231424	414.0
ENSG00000010932	2070.5
ENSG00000206692	116.0
ENSG00000230547	636.0
ENSG00000076258	714.0
ENSG00000225704	231.0
ENSG00000268062	202.0
ENSG00000239428	561.0
ENSG00000234333	264.0
ENSG00000117523	1913.0
ENSG00000283683	1290.5
ENSG00000034971	1829.5
ENSG00000233328	422.0
ENSG00000230364	1310.0
ENSG00000117533	1457.0
ENSG00000232261	379.0
ENSG00000271459	520.0
ENSG00000236741	450.0
ENSG00000253060	105.0
ENSG00000010165	837.0
ENSG00000213060	422.0
ENSG00000224600	349.0
ENSG00000197959	2783.0
ENSG00000233540	394.0
ENSG00000230630	4354.0
ENSG00000283844	109.0
ENSG00000283152	80.0
ENSG00000208024	109.0
ENSG00000206684	106.0
ENSG00000135845	742.0
ENSG00000180999	585.0
ENSG00000094975	1881.5
ENSG00000251943	106.0
ENSG00000117560	1399.0
ENSG00000229785	942.0
ENSG00000279061	338.0
ENSG00000224228	803.0
ENSG00000227177	311.0
ENSG00000224000	656.0
ENSG00000120337	2005.0
ENSG00000230849	1250.0
ENSG00000226375	688.0
ENSG00000117586	3426.0
ENSG00000232751	315.0
ENSG00000231615	1336.0
ENSG00000203739	1413.0
ENSG00000117592	855.0
ENSG00000162753	2034.0
ENSG00000238272	674.0
ENSG00000183831	1631.0
ENSG00000232113	819.0
ENSG00000076321	918.0
ENSG00000225591	254.0
ENSG00000200674	339.0
ENSG00000120334	1480.0
ENSG00000252357	133.0
ENSG00000117593	887.0
ENSG00000270084	693.0
ENSG00000234741	676.0
ENSG00000185278	2307.0
ENSG00000117601	822.0
ENSG00000252231	130.0
ENSG00000135870	2117.5
ENSG00000200755	118.0
ENSG00000236535	446.0
ENSG00000224977	333.0
ENSG00000225713	338.0
ENSG00000227373	487.5
ENSG00000152061	1575.5
ENSG00000237317	934.0
ENSG00000203737	1087.0
ENSG00000223828	269.0
ENSG00000231378	501.0
ENSG00000237249	393.0
ENSG00000223525	735.0
ENSG00000235869	333.0
ENSG00000229531	594.0
ENSG00000252552	105.0
ENSG00000116161	799.0
ENSG00000120333	907.0
ENSG00000206659	101.0
ENSG00000181101	1022.0
ENSG00000120332	4218.0
ENSG00000235750	3410.0
ENSG00000230687	773.0
ENSG00000233946	160.0
ENSG00000260990	842.0
ENSG00000116147	5166.0
ENSG00000235628	628.0
ENSG00000224718	1806.0
ENSG00000227740	654.0
ENSG00000230777	170.0
ENSG00000143207	1486.0
ENSG00000252906	142.0
ENSG00000228686	627.0
ENSG00000236021	576.0
ENSG00000273629	61.0
ENSG00000232463	630.0
ENSG00000253025	167.0
ENSG00000227815	792.0
ENSG00000231020	423.0
ENSG00000225904	702.0
ENSG00000116183	578.0
ENSG00000237514	513.0
ENSG00000152092	3663.0
ENSG00000202609	82.0
ENSG00000198797	2489.0
ENSG00000224968	487.0
ENSG00000227579	668.5
ENSG00000236720	1662.0
ENSG00000120341	2214.0
ENSG00000254154	5863.0
ENSG00000242193	1773.0
ENSG00000276563	216.0
ENSG00000224687	1969.0
ENSG00000075391	2376.0
ENSG00000270575	309.0
ENSG00000213058	356.0
ENSG00000188585	1308.0
ENSG00000264809	274.0
ENSG00000240021	1014.0
ENSG00000213057	1573.5
ENSG00000201347	116.0
ENSG00000273384	576.0
ENSG00000266417	85.0
ENSG00000273062	1979.0
ENSG00000116191	680.0
ENSG00000228196	1071.0
ENSG00000201791	118.0
ENSG00000116194	2284.0
ENSG00000116199	3288.0
ENSG00000232750	343.0
ENSG00000186283	727.0
ENSG00000143322	3165.0
ENSG00000234041	170.0
ENSG00000231905	813.0
ENSG00000212338	106.0
ENSG00000201619	140.0
ENSG00000231564	221.0
ENSG00000225711	719.0
ENSG00000223794	348.0
ENSG00000228191	150.0
ENSG00000057252	6799.0
ENSG00000162779	942.5
ENSG00000224620	862.0
ENSG00000236539	9713.0
ENSG00000261250	3292.0
ENSG00000116218	1755.0
ENSG00000251875	81.0
ENSG00000227141	2470.0
ENSG00000261060	933.0
ENSG00000162782	3561.5
ENSG00000243062	484.0
ENSG00000143340	2904.0
ENSG00000229407	470.5
ENSG00000231966	351.0
ENSG00000169905	3520.5
ENSG00000272906	988.0
ENSG00000143337	702.0
ENSG00000264916	302.0
ENSG00000261831	444.0
ENSG00000260360	1256.0
ENSG00000135837	984.0
ENSG00000235145	820.0
ENSG00000223450	370.0
ENSG00000261817	503.0
ENSG00000116260	1786.5
ENSG00000121454	719.0
ENSG00000230124	1310.0
ENSG00000235060	833.0
ENSG00000265435	76.0
ENSG00000206905	103.0
ENSG00000236719	1486.0
ENSG00000143324	734.0
ENSG00000283575	95.0
ENSG00000225857	489.5
ENSG00000135835	988.0
ENSG00000243155	2422.0
ENSG00000232586	1438.0
ENSG00000251520	535.0
ENSG00000270711	410.0
ENSG00000135823	4821.0
ENSG00000153029	2038.0
ENSG00000162783	4187.0
ENSG00000237292	538.5
ENSG00000225359	530.0
ENSG00000179452	256.0
ENSG00000198216	8348.0
ENSG00000273573	279.0
ENSG00000252977	78.0
ENSG00000272880	556.0
ENSG00000222397	301.0
ENSG00000179930	3647.0
ENSG00000224810	2460.0
ENSG00000225982	1142.0
ENSG00000232309	625.0
ENSG00000228918	568.0
ENSG00000232096	366.0
ENSG00000206764	106.0
ENSG00000228664	510.0
ENSG00000231684	333.0
ENSG00000135821	1148.5
ENSG00000203730	2499.0
ENSG00000203729	582.5
ENSG00000121446	582.0
ENSG00000270443	193.0
ENSG00000233537	785.0
ENSG00000135828	4135.5
ENSG00000276839	268.0
ENSG00000143333	2422.0
ENSG00000261504	1375.0
ENSG00000135824	837.0
ENSG00000227181	257.0
ENSG00000271269	406.0
ENSG00000135838	1828.0
ENSG00000135829	825.0
ENSG00000157060	2012.0
ENSG00000224040	289.0
ENSG00000199837	125.0
ENSG00000226570	758.0
ENSG00000176855	1331.0
ENSG00000207472	106.0
ENSG00000135862	736.0
ENSG00000224468	476.0
ENSG00000058085	2532.5
ENSG00000157064	3502.5
ENSG00000233562	683.0
ENSG00000232860	2215.0
ENSG00000116698	712.0
ENSG00000116701	2155.0
ENSG00000162704	2452.0
ENSG00000143344	4893.5
ENSG00000173627	1561.0
ENSG00000270994	935.0
ENSG00000227554	361.0
ENSG00000198756	3518.5
ENSG00000198860	800.0
ENSG00000199840	109.0
ENSG00000207080	107.0
ENSG00000231791	331.0
ENSG00000244568	291.0
ENSG00000271387	951.0
ENSG00000116667	530.5
ENSG00000230470	421.0
ENSG00000232036	1324.0
ENSG00000116406	2383.5
ENSG00000135842	901.0
ENSG00000252222	61.0
ENSG00000260976	1089.0
ENSG00000201312	116.0
ENSG00000121481	1302.5
ENSG00000232792	468.0
ENSG00000121486	717.5
ENSG00000116668	2982.0
ENSG00000231084	375.0
ENSG00000213051	892.0
ENSG00000201421	98.0
ENSG00000206640	104.0
ENSG00000233583	1149.0
ENSG00000252612	92.0
ENSG00000238061	972.0
ENSG00000279838	1988.0
ENSG00000116679	1810.0
ENSG00000273004	751.0
ENSG00000261024	605.0
ENSG00000252407	61.0
ENSG00000270920	208.0
ENSG00000279401	2335.0
ENSG00000228309	608.5
ENSG00000207108	100.0
ENSG00000201596	109.0
ENSG00000261729	899.0
ENSG00000143341	716.0
ENSG00000224691	351.0
ENSG00000116690	4828.5
ENSG00000047410	876.0
ENSG00000202025	103.0
ENSG00000157181	1887.0
ENSG00000262180	883.0
ENSG00000229739	424.5
ENSG00000116703	1204.5
ENSG00000273198	531.0
ENSG00000228238	1020.0
ENSG00000233196	676.0
ENSG00000073756	1695.0
ENSG00000273129	824.0
ENSG00000116711	1850.0
ENSG00000236030	854.0
ENSG00000231599	354.5
ENSG00000272827	321.0
ENSG00000271558	258.0
ENSG00000225462	1070.0
ENSG00000274702	273.0
ENSG00000230426	2311.5
ENSG00000236401	1256.0
ENSG00000223847	492.0
ENSG00000150732	227.0
ENSG00000222240	341.0
ENSG00000261182	2276.0
ENSG00000224278	539.0
ENSG00000225006	742.0
ENSG00000235083	406.0
ENSG00000231022	791.0
ENSG00000237283	731.0
ENSG00000238054	464.0
ENSG00000226486	782.0
ENSG00000271036	483.0
ENSG00000226196	942.0
ENSG00000252553	107.0
ENSG00000232212	447.0
ENSG00000238270	412.0
ENSG00000230987	3527.0
ENSG00000162670	555.0
ENSG00000225811	597.0
ENSG00000237457	497.0
ENSG00000241505	504.0
ENSG00000231175	2211.0
ENSG00000236025	208.0
ENSG00000238108	432.0
ENSG00000228020	936.0
ENSG00000261642	3124.0
ENSG00000271187	218.0
ENSG00000233882	297.0
ENSG00000223344	597.0
ENSG00000228215	2045.0
ENSG00000150681	669.0
ENSG00000226723	779.0
ENSG00000236792	442.0
ENSG00000253148	1789.0
ENSG00000232498	394.0
ENSG00000236069	681.0
ENSG00000090104	849.0
ENSG00000127074	1505.0
ENSG00000231767	465.0
ENSG00000283795	62.0
ENSG00000228687	376.0
ENSG00000226814	570.0
ENSG00000116741	768.5
ENSG00000223075	299.0
ENSG00000234871	274.0
ENSG00000234473	1228.0
ENSG00000116750	1320.0
ENSG00000238754	134.0
ENSG00000116747	1815.0
ENSG00000272579	690.0
ENSG00000023572	770.0
ENSG00000134371	2367.0
ENSG00000221680	80.0
ENSG00000162630	3272.0
ENSG00000276735	313.0
ENSG00000232077	775.0
ENSG00000226640	398.0
ENSG00000237011	847.0
ENSG00000237213	452.0
ENSG00000227240	829.0
ENSG00000233057	1375.0
ENSG00000231714	438.0
ENSG00000251813	102.0
ENSG00000228167	441.0
ENSG00000227421	619.0
ENSG00000162687	3595.0
ENSG00000265986	68.0
ENSG00000000971	1546.5
ENSG00000116785	1346.0
ENSG00000276911	1038.0
ENSG00000244414	720.0
ENSG00000134365	1440.5
ENSG00000080910	701.5
ENSG00000273844	176.0
ENSG00000134389	2800.0
ENSG00000143278	1399.0
ENSG00000066279	6105.0
ENSG00000235748	559.0
ENSG00000177888	6118.0
ENSG00000237861	1033.0
ENSG00000134376	3875.0
ENSG00000221879	261.0
ENSG00000230260	544.0
ENSG00000213047	2130.0
ENSG00000207139	100.0
ENSG00000213046	1344.0
ENSG00000235582	471.0
ENSG00000233040	700.0
ENSG00000224901	245.0
ENSG00000203724	391.0
ENSG00000143355	1333.5
ENSG00000151414	582.5
ENSG00000232824	407.0
ENSG00000151418	617.0
ENSG00000223881	361.0
ENSG00000081237	967.5
ENSG00000261573	413.0
ENSG00000236278	546.0
ENSG00000229989	940.0
ENSG00000207975	109.0
ENSG00000207759	109.0
ENSG00000227747	789.0
ENSG00000225172	873.0
ENSG00000233410	1782.0
ENSG00000235492	659.0
ENSG00000231718	2292.0
ENSG00000228190	420.0
ENSG00000236468	1334.0
ENSG00000231984	399.0
ENSG00000228530	249.0
ENSG00000200139	102.0
ENSG00000229747	727.0
ENSG00000202491	102.0
ENSG00000202329	106.0
ENSG00000116833	2448.5
ENSG00000252860	104.0
ENSG00000229220	748.0
ENSG00000233827	644.0
ENSG00000203721	1287.5
ENSG00000273093	532.0
ENSG00000213045	516.0
ENSG00000230623	658.0
ENSG00000162702	3078.0
ENSG00000282849	636.0
ENSG00000118193	7026.5
ENSG00000118197	802.0
ENSG00000260088	733.0
ENSG00000118200	2574.0
ENSG00000231333	344.0
ENSG00000170128	1223.0
ENSG00000163362	703.0
ENSG00000233217	2596.0
ENSG00000201032	102.0
ENSG00000116852	5393.0
ENSG00000229191	2994.5
ENSG00000234132	528.5
ENSG00000081248	6037.5
ENSG00000232237	1721.5
ENSG00000116857	1070.0
ENSG00000163395	3989.0
ENSG00000229821	769.0
ENSG00000081277	2230.0
ENSG00000118194	992.0
ENSG00000159166	568.0
ENSG00000282221	554.0
ENSG00000159173	1092.0
ENSG00000227048	386.0
ENSG00000174307	775.5
ENSG00000224818	596.0
ENSG00000159176	755.0
ENSG00000224536	1514.0
ENSG00000223396	2327.0
ENSG00000242150	493.0
ENSG00000134369	3659.5
ENSG00000236390	577.0
ENSG00000231871	454.0
ENSG00000264802	119.0
ENSG00000235121	1807.0
ENSG00000200942	99.0
ENSG00000221028	91.0
ENSG00000198700	765.5
ENSG00000277681	74.0
ENSG00000198892	909.0
ENSG00000223774	544.0
ENSG00000163431	3510.5
ENSG00000134375	1233.5
ENSG00000206637	134.0
ENSG00000238003	307.0
ENSG00000176393	843.5
ENSG00000273478	656.0
ENSG00000234678	642.0
ENSG00000275207	112.0
ENSG00000163435	855.5
ENSG00000249007	985.0
ENSG00000232296	86.0
ENSG00000235811	83.0
ENSG00000212512	102.0
ENSG00000227109	219.0
ENSG00000170075	6586.0
ENSG00000143862	1074.5
ENSG00000143851	667.0
ENSG00000243323	1063.5
ENSG00000133067	1663.5
ENSG00000077152	879.0
ENSG00000077157	1271.5
ENSG00000229120	329.0
ENSG00000272262	99.0
ENSG00000232626	816.0
ENSG00000236439	253.0
ENSG00000253042	117.0
ENSG00000143858	7597.0
ENSG00000226862	312.0
ENSG00000225620	363.0
ENSG00000117139	575.5
ENSG00000235449	189.0
ENSG00000226148	1064.0
ENSG00000260021	591.0
ENSG00000228288	632.0
ENSG00000184774	1871.0
ENSG00000214796	958.0
ENSG00000234996	1675.0
ENSG00000183155	2428.0
ENSG00000117153	2251.0
ENSG00000230280	917.0
ENSG00000199471	100.0
ENSG00000159346	1109.0
ENSG00000159348	855.0
ENSG00000234761	827.0
ENSG00000231547	308.0
ENSG00000163444	758.0
ENSG00000143847	2943.0
ENSG00000122180	1525.0
ENSG00000163485	1634.0
ENSG00000234775	378.0
ENSG00000224671	349.0
ENSG00000133055	1776.5
ENSG00000133048	917.0
ENSG00000133063	1588.0
ENSG00000236523	732.0
ENSG00000231507	561.5
ENSG00000233791	502.0
ENSG00000159388	1991.0
ENSG00000202300	103.0
ENSG00000122176	714.0
ENSG00000229652	286.0
ENSG00000271588	315.0
ENSG00000188783	5744.0
ENSG00000188770	953.5
ENSG00000058668	4637.0
ENSG00000236035	791.0
ENSG00000221643	124.0
ENSG00000122188	2714.0
ENSG00000058673	2984.0
ENSG00000257315	10213.0
ENSG00000227417	642.0
ENSG00000223505	327.0
ENSG00000182004	500.5
ENSG00000236430	1369.0
ENSG00000232917	290.0
ENSG00000237379	525.0
ENSG00000176754	1111.0
ENSG00000143842	753.5
ENSG00000143845	666.0
ENSG00000261065	442.0
ENSG00000230550	1123.0
ENSG00000143839	1456.5
ENSG00000225522	531.0
ENSG00000170498	569.0
ENSG00000174567	631.0
ENSG00000143850	5068.0
ENSG00000231691	444.0
ENSG00000219133	482.0
ENSG00000280924	1288.0
ENSG00000226330	483.0
ENSG00000237848	233.0
ENSG00000158615	5225.0
ENSG00000133056	775.5
ENSG00000198625	5580.0
ENSG00000236779	847.0
ENSG00000200408	108.0
ENSG00000240710	680.0
ENSG00000170382	3334.5
ENSG00000240219	2217.0
ENSG00000228153	443.0
ENSG00000252650	110.0
ENSG00000251861	115.0
ENSG00000163531	4099.0
ENSG00000229657	561.0
ENSG00000184144	2831.0
ENSG00000174529	1331.0
ENSG00000117222	4276.0
ENSG00000271580	783.0
ENSG00000236108	304.0
ENSG00000133059	7727.0
ENSG00000213041	551.0
ENSG00000133069	2776.0
ENSG00000225063	684.0
ENSG00000163545	3434.0
ENSG00000162873	584.5
ENSG00000235363	224.0
ENSG00000226235	2777.0
ENSG00000186007	713.0
ENSG00000281406	2993.0
ENSG00000199059	96.0
ENSG00000224717	2882.0
ENSG00000117266	791.0
ENSG00000253097	83.0
ENSG00000174514	1129.0
ENSG00000206762	106.0
ENSG00000158711	2115.0
ENSG00000236942	351.0
ENSG00000158715	2890.5
ENSG00000275213	289.0
ENSG00000069275	3357.5
ENSG00000201944	131.0
ENSG00000117280	1301.0
ENSG00000133065	2992.5
ENSG00000162877	1477.5
ENSG00000174502	4269.5
ENSG00000227687	228.0
ENSG00000276600	2324.0
ENSG00000196188	1353.5
ENSG00000263961	609.0
ENSG00000252692	85.0
ENSG00000198049	1389.0
ENSG00000226780	627.0
ENSG00000225483	389.0
ENSG00000236889	269.0
ENSG00000196550	703.5
ENSG00000266028	1105.0
ENSG00000229509	111.0
ENSG00000263528	2026.5
ENSG00000278465	61.0
ENSG00000162888	2094.0
ENSG00000261000	508.0
ENSG00000266094	3277.0
ENSG00000234981	791.0
ENSG00000279946	3134.0
ENSG00000143486	744.0
ENSG00000237605	356.0
ENSG00000143479	2160.0
ENSG00000162889	1454.0
ENSG00000224114	432.0
ENSG00000199349	112.0
ENSG00000136634	555.0
ENSG00000284486	1367.0
ENSG00000142224	1246.0
ENSG00000162891	1149.0
ENSG00000162892	1616.0
ENSG00000162894	745.0
ENSG00000271680	465.0
ENSG00000226945	610.0
ENSG00000162896	283.0
ENSG00000162897	1324.0
ENSG00000182795	4314.0
ENSG00000123836	549.0
ENSG00000180667	6275.0
ENSG00000123843	956.5
ENSG00000123838	703.0
ENSG00000275392	476.0
ENSG00000226565	76.0
ENSG00000224462	1882.0
ENSG00000243636	941.0
ENSG00000232621	475.0
ENSG00000237074	1024.5
ENSG00000196352	1681.0
ENSG00000274245	693.0
ENSG00000283044	476.0
ENSG00000117322	828.0
ENSG00000203710	3048.5
ENSG00000236911	633.5
ENSG00000197721	925.0
ENSG00000244703	758.0
ENSG00000226289	688.0
ENSG00000274059	83.0
ENSG00000117335	3071.0
ENSG00000234219	679.0
ENSG00000203709	2178.0
ENSG00000284214	87.0
ENSG00000284203	80.0
ENSG00000174059	2699.5
ENSG00000284237	7435.0
ENSG00000076356	845.5
ENSG00000226843	86.0
ENSG00000261453	277.0
ENSG00000259815	283.0
ENSG00000227887	329.0
ENSG00000232812	523.0
ENSG00000236950	593.0
ENSG00000278684	138.0
ENSG00000232537	470.0
ENSG00000228081	361.0
ENSG00000224540	1223.0
ENSG00000225712	425.0
ENSG00000227940	489.0
ENSG00000231648	523.0
ENSG00000230937	792.0
ENSG00000284485	109.0
ENSG00000224260	745.5
ENSG00000008118	1613.5
ENSG00000196878	3908.0
ENSG00000283876	66.0
ENSG00000227591	412.0
ENSG00000123689	864.0
ENSG00000117594	1146.5
ENSG00000236136	841.0
ENSG00000009790	921.5
ENSG00000162757	4682.0
ENSG00000117595	2635.0
ENSG00000117597	5663.0
ENSG00000143469	3432.0
ENSG00000203706	589.0
ENSG00000082497	794.5
ENSG00000228110	1122.0
ENSG00000233455	856.0
ENSG00000054392	3435.0
ENSG00000200972	113.0
ENSG00000270936	667.0
ENSG00000143473	3017.0
ENSG00000279333	3617.0
ENSG00000284299	4312.5
ENSG00000224668	3108.0
ENSG00000283952	529.0
ENSG00000284376	393.0
ENSG00000234233	624.0
ENSG00000234004	361.0
ENSG00000226986	658.0
ENSG00000117625	810.5
ENSG00000082512	3488.0
ENSG00000153363	737.5
ENSG00000236809	832.0
ENSG00000238137	532.0
ENSG00000198570	3665.5
ENSG00000223649	489.0
ENSG00000170385	5472.0
ENSG00000261314	710.0
ENSG00000228792	583.0
ENSG00000227764	778.0
ENSG00000117650	1310.0
ENSG00000224763	1088.0
ENSG00000231057	751.0
ENSG00000226868	172.0
ENSG00000123684	1231.5
ENSG00000241395	295.0
ENSG00000212205	87.0
ENSG00000229258	483.5
ENSG00000233626	385.0
ENSG00000143493	815.0
ENSG00000212187	121.0
ENSG00000143476	2230.0
ENSG00000220749	482.0
ENSG00000264358	72.0
ENSG00000252879	155.0
ENSG00000229983	506.0
ENSG00000226251	335.0
ENSG00000066027	739.0
ENSG00000230063	648.0
ENSG00000234915	385.0
ENSG00000225338	467.0
ENSG00000201544	134.0
ENSG00000229832	494.0
ENSG00000065600	748.0
ENSG00000117691	856.5
ENSG00000224535	357.0
ENSG00000228067	329.0
ENSG00000260805	1898.0
ENSG00000162772	855.0
ENSG00000235862	2223.0
ENSG00000162771	2304.0
ENSG00000226036	459.0
ENSG00000237980	470.0
ENSG00000123685	977.0
ENSG00000117697	785.0
ENSG00000203705	785.0
ENSG00000236905	478.0
ENSG00000185523	503.0
ENSG00000198468	890.0
ENSG00000235182	146.0
ENSG00000236317	191.0
ENSG00000162769	593.0
ENSG00000282718	551.0
ENSG00000143494	1130.0
ENSG00000174606	1685.5
ENSG00000136643	4173.0
ENSG00000228646	369.0
ENSG00000225233	438.0
ENSG00000228255	345.0
ENSG00000230461	688.0
ENSG00000281664	1905.0
ENSG00000117707	3070.0
ENSG00000274895	2626.0
ENSG00000272167	2010.0
ENSG00000283518	2069.0
ENSG00000143499	1633.0
ENSG00000228470	515.0
ENSG00000152104	3824.0
ENSG00000213036	574.0
ENSG00000215819	1272.0
ENSG00000117724	709.0
ENSG00000250536	1135.0
ENSG00000224584	438.0
ENSG00000185221	982.0
ENSG00000223869	417.0
ENSG00000082482	1194.0
ENSG00000232809	890.0
ENSG00000282265	580.0
ENSG00000136636	743.0
ENSG00000042781	3460.5
ENSG00000202498	91.0
ENSG00000229242	798.0
ENSG00000233620	387.5
ENSG00000236292	696.0
ENSG00000226013	191.0
ENSG00000196482	3259.5
ENSG00000092978	712.0
ENSG00000162814	839.0
ENSG00000234070	417.0
ENSG00000228247	230.0
ENSG00000231814	1580.0
ENSG00000230714	213.0
ENSG00000232100	1724.0
ENSG00000201493	157.0
ENSG00000067533	4128.0
ENSG00000229016	710.0
ENSG00000223375	215.0
ENSG00000232480	554.0
ENSG00000092969	3232.5
ENSG00000281453	1370.0
ENSG00000228208	785.0
ENSG00000212610	209.0
ENSG00000226693	1050.0
ENSG00000225561	387.0
ENSG00000228063	720.0
ENSG00000143353	1704.5
ENSG00000225920	653.0
ENSG00000223842	1124.0
ENSG00000277007	2613.0
ENSG00000228536	888.0
ENSG00000238232	180.0
ENSG00000215817	3710.0
ENSG00000196660	2185.0
ENSG00000252086	86.0
ENSG00000221673	213.0
ENSG00000136628	1139.5
ENSG00000162813	638.0
ENSG00000067704	610.0
ENSG00000207590	109.0
ENSG00000207624	84.0
ENSG00000232134	387.0
ENSG00000118873	827.0
ENSG00000281696	81.0
ENSG00000222370	130.0
ENSG00000270585	664.0
ENSG00000270708	302.0
ENSG00000218283	966.0
ENSG00000213033	1211.0
ENSG00000230318	1620.0
ENSG00000232883	932.0
ENSG00000226927	243.0
ENSG00000260505	2911.0
ENSG00000235163	337.0
ENSG00000234863	158.0
ENSG00000226226	538.0
ENSG00000231529	388.0
ENSG00000116141	5153.0
ENSG00000243872	296.0
ENSG00000233012	1101.0
ENSG00000162817	3411.0
ENSG00000117791	725.5
ENSG00000186205	439.0
ENSG00000221571	443.0
ENSG00000276642	117.0
ENSG00000272823	535.0
ENSG00000238078	958.0
ENSG00000257551	560.0
ENSG00000136630	2276.0
ENSG00000226211	356.0
ENSG00000234754	2490.0
ENSG00000232436	805.0
ENSG00000227585	857.0
ENSG00000143507	1314.0
ENSG00000227925	419.0
ENSG00000200033	103.0
ENSG00000238042	658.0
ENSG00000228437	798.5
ENSG00000232679	559.0
ENSG00000236230	671.0
ENSG00000227613	963.0
ENSG00000226643	315.0
ENSG00000234419	2788.0
ENSG00000276997	443.5
ENSG00000222399	103.0
ENSG00000267305	368.0
ENSG00000143512	878.5
ENSG00000143498	1040.0
ENSG00000225265	747.0
ENSG00000154305	662.5
ENSG00000229399	444.0
ENSG00000272750	2645.0
ENSG00000186063	967.0
ENSG00000162819	780.0
ENSG00000197520	669.0
ENSG00000228106	526.0
ENSG00000278610	556.0
ENSG00000154309	1065.0
ENSG00000234523	175.0
ENSG00000187554	482.0
ENSG00000236846	611.0
ENSG00000226601	484.0
ENSG00000143502	1437.0
ENSG00000251789	134.0
ENSG00000178395	2053.0
ENSG00000203697	705.0
ENSG00000227002	273.0
ENSG00000212398	63.0
ENSG00000162909	1011.0
ENSG00000143514	582.5
ENSG00000227621	808.0
ENSG00000188460	1125.0
ENSG00000233771	2212.0
ENSG00000272645	2045.0
ENSG00000212157	103.0
ENSG00000185495	687.0
ENSG00000278467	571.0
ENSG00000229930	243.0
ENSG00000252484	259.0
ENSG00000143756	1330.0
ENSG00000236773	230.0
ENSG00000143753	954.0
ENSG00000201898	126.0
ENSG00000232628	611.5
ENSG00000237101	1320.0
ENSG00000143748	641.5
ENSG00000221406	137.0
ENSG00000229742	472.0
ENSG00000206887	103.0
ENSG00000143771	862.0
ENSG00000162923	1299.0
ENSG00000266618	84.0
ENSG00000143786	798.0
ENSG00000229991	955.0
ENSG00000233384	680.0
ENSG00000234247	713.0
ENSG00000229400	834.0
ENSG00000225334	421.0
ENSG00000185842	923.0
ENSG00000143815	731.5
ENSG00000234476	524.5
ENSG00000282418	557.0
ENSG00000154380	883.0
ENSG00000227496	1527.0
ENSG00000226349	531.0
ENSG00000223306	105.0
ENSG00000143742	536.0
ENSG00000234112	300.0
ENSG00000143819	1271.0
ENSG00000242861	346.0
ENSG00000196187	657.0
ENSG00000243709	1066.0
ENSG00000255835	1617.0
ENSG00000143811	1337.0
ENSG00000284519	62.0
ENSG00000248322	340.0
ENSG00000143768	2080.0
ENSG00000213032	249.0
ENSG00000143751	3968.0
ENSG00000272562	488.0
